Shipment_ID,Order_ID,Customer_ID,Customer_Name,Email,Phone,City,Country,Region,Postal_Code,Product_ID,Product_Name,Category,Weight_kg,Quantity,Unit_Price,Total_Price,Shipment_Date,Delivery_Date,Delay_Days,Status,Delivery_Mode,Vehicle_ID,Driver_Name,Transport_Type,Route_ID,Fuel_Cost,Distance_km,Delivery_Center,Warehouse_Name,Manager_Name,Order_Priority,Payment_Mode,Insurance,Return_Status,Remarks,Revenue,Delivery_Duration,Fuel_Efficiency,Profit,Delay_Flag,Urgency_Level,Payment_Mode_Encoded,Order_Priority_Encoded,valid
S315097,O88457,C5839,Fatima Noor,john@example.com,917997780214,Bangalore,India,West,560001.0,P1641,Mobile,Electronics,88.77766788634449,12.0,3351.5750642742523,92774.50402594823,2021-09-25,2023-04-05,3.0,Delayed,Ship,V119,Mrs. Patel,Unknown,R242,2892.410615379814,796.33515645962,Warehouse A,Central,Mr. Khan,Low,Cash,No,Unknown,Check packaging,40218.900771291024,557 days,0.27531884727060096,89882.09341056841,Yes,Low,1.0,1.0,False
S431750,O93758,C2351,John Doe,amit@gmail.com,917992612064,mumbai,India,East,560001.0,P6799,Headphones,Food,7.867442847541991,15.0,524.0510366881534,183271.3434087892,2020-03-06,2023-02-19,3.0,Cancelled,Road,V483,Mr. Lee,Van,R329,5625.156091417433,1666.8263383197436,Warehouse B,Central,Mr. Patel,High,Online,Yes,Not Returned,Check packaging,7860.765550322301,1080 days,0.29631645970907355,177646.18731737178,Yes,Urgent,5.0,3.0,False
S157915,O75975,C5037,Amit Kumar,john@example.com,917639732068,Bangalore,Unknown,East,400001.0,P6415,Tablet,Food,3.9216578509642304,15.0,676.4538978214792,188993.68719476004,2020-10-08,2022-09-28,10.0,Delivered,Ship,V617,Mr. Rao,Truck,R434,178.809622859355,579.5517679876584,Unknown,South Hub,Mr. Patel,Low,UPI,No,Unknown,No Remarks,10146.80846732219,720 days,3.241166547526988,188814.8775719007,Yes,Low,4.0,1.0,False
S188993,O41401,C4715,Amit Kumar,jane@,918942413695,mumbai,UK,Unknown,560001.0,P6102,Laptop,Clothing,29.568392529254208,13.0,3545.305278534692,128829.12309077912,2022-04-11,2022-12-20,13.0,Delivered,Rail,V655,Ms. Sharma,Bike,R765,8916.361692792909,490.7450036521326,Hub C,North Hub,Unknown,High,Debit,Yes,Returned,Delayed delivery,46088.968620951,253 days,0.055038705310575455,119912.7613979862,Yes,Urgent,3.0,3.0,False
S239659,O23937,C2327,John Doe,jane@,917364464595,Delhi,USA,West,400001.0,P2189,Laptop,Misc,14.521960384988883,8.0,2847.357221366099,149908.959129698,2020-12-19,2025-06-08,3.0,Delayed,Rail,V965,Mrs. Patel,Cargo,R828,6330.570851172699,107.63480635290377,Unknown,Central,Ms. Verma,Unknown,UPI,Unknown,Not Returned,Handle with care,22778.857770928793,1632 days,0.017002385548368845,143578.3882785253,Yes,Unknown,4.0,0.0,False
S384216,O21526,C9687,Jane Smith,john@example.com,916587213241,Unknown,UK,South,0.0,P1813,Unknown,Electronics,77.62571592443089,8.0,4323.3523984833655,61620.033408472336,2024-04-15,2024-10-24,6.0,Unknown,Ship,V708,Mr. Lee,Cargo,R944,7599.699296509487,1954.8734464007484,Warehouse B,Central,Unknown,Low,UPI,Unknown,Pending,No Remarks,34586.819187866924,192 days,0.257230367956613,54020.334111962846,Yes,Low,4.0,1.0,False
S975707,O54976,C1750,John Doe,amit@gmail.com,919295045951,Bangalore,India,South,400001.0,P8918,Unknown,Clothing,3.029203111037471,6.0,1958.8219570611548,62335.441039422105,2020-11-14,2024-12-21,7.0,Pending,Road,V575,Mr. Rao,Unknown,R316,5675.666106406118,1003.3030524525524,Warehouse B,Central,Unknown,High,Unknown,Unknown,Unknown,No Remarks,11752.931742366929,1498 days,0.17677274061631731,56659.774933015986,Yes,Urgent,0.0,3.0,False
S994842,O42090,C7739,John Doe,jane@,916530515181,Chennai,USA,East,600001.0,P3541,Mobile,Accessories,20.27221031265016,10.0,911.0416179407564,183271.3434087892,2020-11-21,2024-01-29,0.0,Delayed,Ship,V323,Ms. Sharma,Unknown,R869,7599.699296509487,1565.312684155129,Warehouse A,South Hub,Mr. Khan,Low,Cash,Yes,Returned,Delayed delivery,9110.416179407564,1164 days,0.20597034475746576,175671.6441122797,No,Low,1.0,1.0,False
S439516,O49695,C3167,John Doe,jane@,919781647503,Mumbai,UK,South,0.0,P6822,Headphones,Misc,29.47729944970517,11.0,2935.617099354375,44976.48821164394,2024-05-12,2024-11-09,8.0,Delivered,Air,V646,Unknown,Van,R845,3978.506822396121,1678.0809125988496,Unknown,Unknown,Mr. Khan,High,Online,Yes,Returned,Handle with care,32291.788092898125,181 days,0.42178661178924354,40997.98138924782,Yes,Urgent,5.0,3.0,False
S463841,O17670,C3441,Fatima Noor,amit@gmail.com,919665738307,Delhi,UK,North,560001.0,P6753,Laptop,Misc,36.95300340772233,8.0,405.8528002700663,196302.5874917136,2021-12-07,2024-06-02,10.0,Unknown,Road,V549,Ms. Sharma,Bike,R912,8138.8390000480385,685.8229713419096,Warehouse B,Unknown,Mr. Khan,Low,Online,Unknown,Pending,Check packaging,3246.8224021605306,908 days,0.0842654549792497,188163.74849166558,Yes,Low,5.0,1.0,False
S967107,O68103,C3852,Michael Brown,john@example.com,918317201016,Delhi,Unknown,South,400001.0,P8681,Charger,Electronics,39.17339032410346,11.0,352.55823286254605,113440.86770462616,2022-06-02,2024-09-18,5.0,Unknown,Ship,V285,Mrs. Patel,Van,R874,3087.753105059869,1009.2353840107952,Unknown,North Hub,Mr. Patel,Low,Cash,Yes,Unknown,No Remarks,3878.1405614880064,839 days,0.3268510627863904,110353.1145995663,Yes,Low,1.0,1.0,False
S556969,O73957,C3069,Michael Brown,jane@,919967226056,Unknown,UK,West,600001.0,P9638,Tablet,Clothing,52.246768107192175,6.0,912.201922931994,198229.44047125307,2023-01-25,2024-05-25,-1.0,In Transit,Road,V692,Mrs. Patel,Unknown,R230,2556.84184777188,709.6553950141215,Unknown,North Hub,Mr. Khan,Unknown,Card,No,Not Returned,Check packaging,5473.211537591964,486 days,0.27755154102806145,195672.5986234812,No,Unknown,6.0,0.0,False
S631929,O65694,C1106,John Doe,amit@gmail.com,919232746408,mumbai,india,North,0.0,P9117,Mobile,Food,90.9773800068388,9.0,3897.80055290155,190827.3003922336,2021-03-29,2023-08-28,1.0,Delayed,Air,V722,Mr. Lee,Unknown,R236,3087.753105059869,65.59446973231886,Warehouse A,Central,Mr. Patel,Unknown,Unknown,Unknown,Not Returned,No Remarks,35080.20497611395,882 days,0.021243430902823764,187739.54728717371,Yes,Unknown,0.0,0.0,False
S835065,O56674,C6841,Jane Smith,john@example.com,916402269136,mumbai,india,Unknown,0.0,P6651,Laptop,Food,98.69525019175148,2.0,4539.137138587447,1631.4072913987538,2022-08-06,2024-12-22,12.0,Delivered,Road,V197,Mr. Rao,Truck,R254,103.9569566343168,1010.9860429469974,Warehouse A,South Hub,Mr. Khan,Medium,Cash,No,Not Returned,Handle with care,9078.274277174894,869 days,9.725044630762739,1527.450334764437,Yes,Normal,1.0,2.0,False
S363572,O16644,C7546,Li Wei,amit@gmail.com,916807110932,Chennai,USA,East,560001.0,P9853,Tablet,Electronics,7.867442847541991,1.0,4323.3523984833655,132639.4732006878,2021-01-18,2025-03-27,13.0,Pending,Road,V663,Ms. Sharma,Cargo,R723,1209.5034005447242,1384.7745955000685,Hub C,South Hub,Mr. Khan,Medium,Card,No,Not Returned,Delayed delivery,4323.3523984833655,1529 days,1.1449117008488008,131429.96980014307,Yes,Normal,6.0,2.0,False
S191415,O21528,C4436,Michael Brown,jane@,919764942895,Delhi,USA,East,110001.0,P3979,Unknown,Accessories,56.34708115816488,13.0,472.02821195246,110595.09146370173,2021-08-12,2024-09-06,0.0,Delayed,Rail,V440,Mr. Rao,Unknown,R410,8813.090633228108,575.8247448914356,Unknown,South Hub,Mr. Patel,Unknown,Online,No,Pending,Check packaging,6136.3667553819805,1121 days,0.06533743596376919,101782.00083047361,No,Unknown,5.0,0.0,False
S670824,O43241,C4787,Michael Brown,amit@gmail.com,917065172749,Unknown,USA,Unknown,400001.0,P7818,Laptop,Misc,32.8703679109448,17.0,2814.938437455917,147443.16319598138,2021-03-26,2023-10-07,1.0,Delayed,Air,V142,Unknown,Cargo,R446,103.9569566343168,1070.479318614681,Hub C,Unknown,Mr. Khan,High,Online,Unknown,Unknown,No Remarks,47853.95343675059,925 days,10.297332215873176,147339.20623934706,Yes,Urgent,5.0,3.0,False
S427451,O42600,C1460,Amit Kumar,john@example.com,916980294543,Unknown,Unknown,South,400001.0,P1319,Charger,Food,70.95322149070653,8.0,4323.3523984833655,179436.94651928847,2020-06-20,2025-03-30,5.0,Unknown,Road,V828,Mr. Lee,Van,R859,5527.842773988052,579.5517679876584,Warehouse A,Central,Ms. Verma,Low,Debit,Yes,Unknown,No Remarks,34586.819187866924,1744 days,0.10484230317020068,173909.1037453004,Yes,Low,3.0,1.0,False
S679391,O79443,C1215,Jane Smith,jane@,918921644667,Chennai,UK,East,400001.0,P1942,Unknown,Accessories,90.9773800068388,1.0,4221.339973902669,97446.15289517608,2021-09-05,2022-06-24,1.0,Unknown,Air,V554,Mrs. Patel,Van,R801,9768.548903378454,320.2241976241424,Unknown,South Hub,Mr. Khan,High,Card,Unknown,Unknown,Check packaging,4221.339973902669,292 days,0.03278114290991498,87677.60399179763,Yes,Urgent,6.0,3.0,False
S109202,O20070,C9496,Amit Kumar,amit@gmail.com,918081570531,Delhi,USA,East,600001.0,P8203,Mobile,Electronics,20.000294810704947,9.0,494.0543596261738,131061.78180224224,2022-10-03,2025-05-16,8.0,Cancelled,Road,V313,Unknown,Van,R353,7402.625862593285,490.7450036521326,Warehouse B,North Hub,Mr. Patel,High,Unknown,Yes,Returned,No Remarks,4446.489236635564,956 days,0.06629336842916103,123659.15593964896,Yes,Urgent,0.0,3.0,False
S758143,O51340,C8415,Michael Brown,amit@gmail.com,917355459808,Bangalore,USA,East,110001.0,P8778,Headphones,Accessories,6.279319410735846,2.0,3545.305278534692,129249.4448283645,2022-03-15,2023-07-22,13.0,Delayed,Road,V113,Mrs. Patel,Truck,R570,7133.883833079126,685.8229713419096,Warehouse B,Unknown,Ms. Verma,Unknown,Card,Unknown,Not Returned,Handle with care,7090.610557069384,494 days,0.09613598810816278,122115.56099528537,Yes,Unknown,6.0,0.0,False
S143727,O53002,C2080,Michael Brown,john@example.com,916472292973,Delhi,UK,North,400001.0,P7524,Headphones,Accessories,77.2413994952516,17.0,3703.999549743543,50746.4205647399,2023-08-15,2025-10-03,0.0,Unknown,Air,V312,Mrs. Patel,Unknown,R267,3978.506822396121,1666.8263383197436,Unknown,South Hub,Unknown,Low,Online,Yes,Pending,Check packaging,62967.99234564023,780 days,0.41895776800902157,46767.91374234378,No,Low,5.0,1.0,False
S181996,O29770,C8139,Amit Kumar,amit@gmail.com,919090582987,Delhi,Unknown,North,110001.0,P6027,Laptop,Electronics,10.218375343635197,1.0,4256.863571377221,56302.18553258772,2021-02-07,2024-09-10,4.0,Unknown,Air,V860,Mr. Rao,Bike,R180,103.9569566343168,1601.3773331675338,Unknown,Central,Mr. Patel,Unknown,Unknown,Unknown,Returned,No Remarks,4256.863571377221,1311 days,15.404234454463722,56198.2285759534,Yes,Unknown,0.0,0.0,False
S410674,O83526,C8664,Li Wei,jane@,916942525196,Chennai,Unknown,South,400001.0,P8080,Charger,Electronics,17.467150306885507,17.0,582.118253691674,141044.88468966953,2023-03-06,2025-10-27,0.0,Delivered,Road,V665,Unknown,Truck,R731,8621.622056807979,642.5127504541197,Hub C,Central,Ms. Verma,High,UPI,Unknown,Not Returned,No Remarks,9896.010312758459,966 days,0.07452341870480925,132423.26263286156,No,Urgent,4.0,3.0,False
S966188,O78479,C6180,Amit Kumar,amit@gmail.com,917854033195,mumbai,UK,Unknown,110001.0,P4630,Laptop,Furniture,20.367541324756797,3.0,4140.753897801966,103270.95873135468,2024-03-19,2025-09-21,10.0,In Transit,Road,V339,Mrs. Patel,Unknown,R434,4582.846229073827,333.7242436247887,Warehouse A,Central,Ms. Verma,Low,Unknown,Yes,Not Returned,Check packaging,12422.261693405897,551 days,0.07282030138991438,98688.11250228086,Yes,Low,0.0,1.0,False
S949717,O67367,C9427,Li Wei,john@example.com,919106508316,Chennai,UK,West,560001.0,P5849,Charger,Clothing,16.023854724022435,17.0,1644.0594195786612,50746.4205647399,2021-03-13,2022-05-08,0.0,Pending,Ship,V511,Ms. Sharma,Truck,R744,5873.870748481539,1961.602136056614,Unknown,Unknown,Ms. Verma,Medium,Online,Yes,Not Returned,Handle with care,27949.01013283724,421 days,0.333953915578362,44872.54981625836,No,Normal,5.0,2.0,False
S915618,O74312,C6442,Fatima Noor,jane@,916143015491,Chennai,india,East,0.0,P1252,Laptop,Electronics,46.370715781593645,14.0,3232.275874206702,189268.7574281701,2023-10-14,2024-09-23,3.0,Unknown,Air,V255,Ms. Sharma,Bike,R110,4839.546420163297,1009.2353840107952,Hub C,Unknown,Unknown,High,Debit,No,Pending,Handle with care,45251.86223889383,345 days,0.20853925066323498,184429.2110080068,Yes,Urgent,3.0,3.0,False
S672995,O45497,C7681,Fatima Noor,john@example.com,918320484222,Mumbai,UK,North,400001.0,P9375,Tablet,Accessories,97.00603029011845,17.0,3146.5043766263207,194596.3121840462,2021-12-22,2024-07-14,1.0,Unknown,Ship,V157,Mrs. Patel,Van,R625,7464.945846238535,579.5517679876584,Warehouse B,Unknown,Mr. Khan,High,Debit,No,Not Returned,No Remarks,53490.57440264745,935 days,0.07763643299297143,187131.36633780767,Yes,Urgent,3.0,3.0,False
S718616,O44112,C2855,Amit Kumar,amit@gmail.com,918306165816,Unknown,USA,East,600001.0,P2535,Tablet,Accessories,9.30500395416599,12.0,307.5872965880739,56302.18553258772,2025-01-01,2025-08-23,12.0,Delivered,Air,V665,Mr. Rao,Unknown,R737,1034.1904113776382,558.3356878130787,Hub C,South Hub,Mr. Patel,High,UPI,No,Pending,No Remarks,3691.0475590568867,234 days,0.539877068739521,55267.99512121008,Yes,Urgent,4.0,3.0,False
S628108,O28024,C9091,Fatima Noor,jane@,917069309515,Unknown,USA,East,400001.0,P3864,Unknown,Electronics,29.47729944970517,7.0,307.5872965880739,65423.89090924677,2024-07-10,2024-08-22,14.0,Unknown,Road,V800,Mrs. Patel,Truck,R368,6590.437715337587,1666.8263383197436,Warehouse B,Central,Ms. Verma,Low,Unknown,No,Not Returned,No Remarks,2153.1110761165173,43 days,0.2529158775661629,58833.45319390918,Yes,Low,0.0,1.0,False
S650094,O81001,C9385,Nan,jane@,916343387010,mumbai,UK,East,600001.0,P1308,Mobile,Clothing,60.95071276419312,4.0,4932.496363399561,169264.584847676,2021-03-23,2022-01-07,13.0,Delivered,Road,V319,Ms. Sharma,Bike,R222,7753.704802499183,1006.8520125604368,Warehouse A,Unknown,Ms. Verma,Low,Credit,No,Unknown,Handle with care,19729.985453598245,290 days,0.12985431328723104,161510.8800451768,Yes,Low,2.0,1.0,False
S612529,O32004,C6455,Michael Brown,amit@gmail.com,918642182831,Bangalore,USA,West,400001.0,P3677,Laptop,Misc,3.9216578509642304,7.0,3587.724082878047,65957.74184791233,2021-01-19,2025-01-28,0.0,Cancelled,Air,V402,Unknown,Van,R152,2892.410615379814,738.6984001823912,Warehouse A,North Hub,Mr. Khan,Unknown,UPI,Unknown,Pending,No Remarks,25114.068580146326,1470 days,0.2553919544668072,63065.33123253252,No,Unknown,4.0,0.0,False
S198159,O67591,C7792,John Doe,jane@,918586245791,Mumbai,UK,West,560001.0,P1792,Charger,Electronics,37.766741825312565,13.0,523.4605678022331,155284.49953043126,2021-06-26,2022-02-03,11.0,Delivered,Air,V620,Mr. Lee,Van,R281,5873.870748481539,1053.6006661260592,Unknown,Unknown,Ms. Verma,Low,UPI,Unknown,Pending,No Remarks,6804.9873814290295,222 days,0.17937076099238763,149410.62878194972,Yes,Low,4.0,1.0,False
S112062,O65944,C7864,Nan,john@example.com,919518226590,Chennai,USA,South,0.0,P4608,Unknown,Misc,49.63266183825688,17.0,2203.7000871626456,56302.18553258772,2021-10-28,2024-11-28,6.0,Delayed,Air,V785,Mr. Lee,Cargo,R700,2231.7611095343395,1045.618889312698,Warehouse A,Central,Unknown,Low,Unknown,Unknown,Unknown,Delayed delivery,37462.90148176497,1127 days,0.4685173896281704,54070.42442305338,Yes,Low,0.0,1.0,False
S527503,O52857,C7273,Li Wei,jane@,917524175934,Delhi,india,West,600001.0,P9697,Laptop,Furniture,9.30500395416599,13.0,2365.3517753308106,97446.15289517608,2020-11-17,2021-03-16,2.0,In Transit,Ship,V721,Mr. Lee,Van,R712,7599.699296509487,1147.6067239810775,Warehouse B,Central,Mr. Khan,High,Credit,No,Unknown,Check packaging,30749.57307930054,119 days,0.15100685950931886,89846.4535986666,Yes,Urgent,2.0,3.0,False
S559819,O70080,C6059,Amit Kumar,john@example.com,917330330951,Chennai,UK,West,600001.0,P8471,Charger,Accessories,49.770102556071386,13.0,838.5720371470828,21598.497764749005,2021-01-01,2025-05-14,7.0,Unknown,Air,V377,Unknown,Van,R750,5630.916918983429,1697.1710168935022,Warehouse A,Central,Mr. Patel,Unknown,Cash,Yes,Pending,Handle with care,10901.436482912077,1594 days,0.30140224785982084,15967.580845765577,Yes,Unknown,1.0,0.0,False
S792055,O95937,C7016,Michael Brown,jane@,917734719432,Mumbai,UK,Unknown,0.0,P3787,Laptop,Furniture,3.029203111037471,12.0,4232.453207992935,3103.032580151137,2020-02-01,2022-11-22,3.0,Pending,Ship,V932,Unknown,Van,R875,7089.92075935827,173.60676437137283,Hub C,North Hub,Mr. Khan,Unknown,Debit,Yes,Returned,Delayed delivery,50789.43849591522,1025 days,0.024486418151038195,-3986.8881792071325,Yes,Unknown,3.0,0.0,False
S320726,O59313,C1070,Jane Smith,amit@gmail.com,919594820402,mumbai,india,West,560001.0,P9922,Laptop,Accessories,82.95938216061697,8.0,3146.5043766263207,183930.7372013707,2022-09-07,2023-01-15,2.0,Unknown,Road,V596,Mr. Rao,Bike,R194,6919.232083134686,1070.479318614681,Warehouse B,Central,Ms. Verma,Medium,Unknown,Unknown,Pending,No Remarks,25172.035013010565,130 days,0.1547107114998969,177011.50511823603,Yes,Normal,0.0,2.0,False
S577997,O83387,C9108,Fatima Noor,john@example.com,916408576703,Chennai,Unknown,South,0.0,P4300,Unknown,Furniture,3.029203111037471,16.0,2675.1471425446894,12163.06652983601,2021-04-08,2025-08-21,1.0,In Transit,Rail,V385,Mrs. Patel,Truck,R833,7652.798285852741,1142.2818193000303,Warehouse A,Unknown,Mr. Patel,Low,Online,Yes,Returned,Handle with care,42802.35428071503,1596 days,0.14926328600764202,4510.26824398327,Yes,Low,5.0,1.0,False
S783266,O42547,C5391,Michael Brown,john@example.com,917561250103,Bangalore,UK,Unknown,0.0,P8139,Headphones,Misc,70.95322149070653,17.0,524.0510366881534,113440.86770462616,2021-08-28,2024-10-24,14.0,In Transit,Road,V946,Mr. Rao,Bike,R529,8641.039994658273,914.0718784944544,Unknown,Central,Ms. Verma,Low,Online,Yes,Unknown,No Remarks,8908.867623698608,1153 days,0.10578262327908634,104799.82770996788,Yes,Low,5.0,1.0,False
S575456,O96183,C5000,Michael Brown,amit@gmail.com,917937248239,Mumbai,UK,East,110001.0,P6669,Unknown,Food,51.66632662215436,15.0,2700.135729141203,181861.21559136725,2021-03-17,2023-01-20,2.0,Cancelled,Road,V174,Unknown,Truck,R662,5468.34161852126,465.7087814227343,Hub C,Unknown,Mr. Patel,Medium,UPI,Yes,Pending,No Remarks,40502.03593711804,674 days,0.08516453687629533,176392.873972846,Yes,Normal,4.0,2.0,False
S140310,O96276,C6831,John Doe,john@example.com,918380761338,Delhi,UK,Unknown,0.0,P3191,Charger,Electronics,80.93553613758789,17.0,547.4490582367825,149908.959129698,2021-03-05,2021-03-11,11.0,Delivered,Road,V242,Mr. Lee,Bike,R375,1183.948113343711,1886.765690457728,Unknown,Central,Unknown,High,UPI,Unknown,Returned,Handle with care,9306.633990025304,6 days,1.5936219410233416,148725.01101635428,Yes,Urgent,4.0,3.0,False
S706427,O19593,C3559,Jane Smith,john@example.com,917608081540,Chennai,India,North,560001.0,P8036,Mobile,Furniture,70.95322149070653,1.0,4662.325816717454,121613.61499720452,2024-08-19,2025-10-01,10.0,Delayed,Road,V631,Mr. Rao,Van,R769,8138.8390000480385,731.0664400538368,Warehouse B,Central,Ms. Verma,Medium,Credit,No,Pending,Delayed delivery,4662.325816717454,408 days,0.08982441353730204,113474.77599715648,Yes,Normal,2.0,2.0,False
S891078,O25170,C5256,Michael Brown,jane@,916742873946,Delhi,USA,South,0.0,P7604,Laptop,Electronics,6.279319410735846,6.0,3191.0231972650536,189268.7574281701,2021-01-12,2022-12-15,11.0,Unknown,Ship,V588,Unknown,Truck,R417,9505.59236698481,1861.9599008559655,Hub C,South Hub,Unknown,Low,Cash,No,Not Returned,Check packaging,19146.13918359032,702 days,0.19588047004024667,179763.16506118528,Yes,Low,1.0,1.0,False
S391418,O21354,C8205,Fatima Noor,jane@,919357186582,Mumbai,Unknown,East,400001.0,P9583,Charger,Misc,52.51191652350841,9.0,2899.960714059048,40153.38223915544,2024-05-21,2024-11-18,2.0,Delayed,Road,V279,Mr. Lee,Bike,R997,7015.422873397185,353.8337453324037,Unknown,North Hub,Mr. Patel,Medium,Cash,Yes,Unknown,Delayed delivery,26099.64642653143,181 days,0.05043655268083097,33137.95936575826,Yes,Normal,1.0,2.0,False
S497663,O62684,C3508,Fatima Noor,amit@gmail.com,917816637667,Bangalore,india,South,400001.0,P8273,Tablet,Food,7.917789046137197,8.0,1412.1114331677868,196124.17913065635,2021-01-02,2025-10-01,0.0,Delayed,Road,V235,Mrs. Patel,Cargo,R555,4839.546420163297,1229.7417935193005,Warehouse B,South Hub,Ms. Verma,Medium,Online,No,Pending,Delayed delivery,11296.891465342294,1733 days,0.2541026961526296,191284.63271049305,No,Normal,5.0,2.0,False
S553332,O46229,C1599,Jane Smith,john@example.com,917367048824,Chennai,UK,South,0.0,P4101,Unknown,Food,54.89767279465632,7.0,1457.3824505425428,148242.9734891228,2020-08-17,2021-03-12,0.0,Pending,Road,V985,Ms. Sharma,Cargo,R636,1614.6383821861866,1756.9267606299247,Hub C,Unknown,Ms. Verma,Low,Cash,Yes,Pending,No Remarks,10201.677153797798,207 days,1.0881239911137766,146628.33510693663,No,Low,1.0,1.0,False
S571562,O48114,C8431,Fatima Noor,amit@gmail.com,917166986497,Unknown,Unknown,East,560001.0,P6985,Laptop,Clothing,73.03621322007824,7.0,911.0416179407564,197255.3224843835,2020-08-25,2021-07-01,4.0,Delayed,Rail,V928,Ms. Sharma,Unknown,R541,1320.6811082606414,1070.479318614681,Hub C,Unknown,Ms. Verma,Medium,Card,Unknown,Returned,No Remarks,6377.2913255852945,310 days,0.8105509436903506,195934.64137612286,Yes,Normal,6.0,2.0,False
